"UF","CODIGO_MUNICIPIO","NOME_MUNICIPIO","DIA","MES"
"AM",130210,"Japurá",19,12
"AM",130220,"Juruá",19,12
"AM",130310,"Nova Olinda do Norte",19,12
"AM",130320,"Novo Airão",19,12
"AM",130330,"Novo Aripuanã",19,12
"AM",130410,"Tapauá",19,12
"TO",170980,"Ipueiras",19,12
"TO",171215,"Lavandeira",19,12
"MA",211200,"Tasso Fragoso",19,12
"PI",220990,"São João da Serra",19,12
"RN",240290,"Coronel João Pessoa",19,12
"RN",241060,"Rafael Godeiro",19,12
"PB",250090,"Arara",19,12
"PB",250640,"Gurinhém",19,12
"BA",292260,"Nilo Peçanha",19,12
"BA",293040,"Serra Preta",19,12
"MG",310400,"Araxá",19,12
"SP",354690,"Santa Lúcia",19,12
"PR",410270,"Barra do Jacaré",19,12
"PR",411375,"Lunardelli",19,12
"SC",420150,"Armazém",19,12
"SC",420570,"Garopaba",19,12
"SC",420970,"Lebon Régis",19,12
"SC",421470,"Rio dos Cedros",19,12
"SC",421760,"Siderópolis",19,12
"RS",431730,"Santa Vitória do Palmar",19,12
"MT",510035,"Alto Boa Vista",19,12
"MT",510269,"Canabrava do Norte",19,12
"MT",510624,"Nova Ubiratã",19,12
"MT",510685,"Porto Estrela",19,12
"MT",510706,"Querência",19,12
"MT",510880,"Nova Guarita",19,12
"MT",510885,"Nova Marilândia",19,12
"PA",150095,"Aurora do Pará",20,12
"PA",150506,"Novo Repartimento",20,12
"CE",230530,"Ibiapina",20,12
"CE",230690,"Jaguaribe",20,12
"CE",230850,"Mombaça",20,12
"CE",230980,"Pacoti",20,12
"CE",231190,"Saboeiro",20,12
"RN",240400,"Frutuoso Gomes",20,12
"RN",241090,"Riachuelo",20,12
"RN",241470,"Várzea",20,12
"PB",250820,"Lagoa de Dentro",20,12
"PE",260270,"Buenos Aires",20,12
"PE",260360,"Camutanga",20,12
"PE",260430,"Cedro",20,12
"PE",260440,"Chã de Alegria",20,12
"PE",260450,"Chã Grande",20,12
"PE",260490,"Cumaru",20,12
"PE",260540,"Feira Nova",20,12
"PE",260550,"Ferreiros",20,12
"PE",260580,"Frei Miguelinho",20,12
"PE",260630,"Granito",20,12
"PE",260660,"Ibimirim",20,12
"PE",260670,"Ibirajuba",20,12
"PE",260690,"Iguaracy",20,12
"PE",260710,"Ingazeira",20,12
"PE",260740,"Itacuruba",20,12
"PE",260780,"Itaquitinga",20,12
"PE",260850,"Lagoa de Itaenga",20,12
"PE",260910,"Machados",20,12
"PE",261050,"Passira",20,12
"PE",261140,"Primavera",20,12
"PE",261230,"Saloá",20,12
"PE",261270,"Santa Maria do Cambucá",20,12
"PE",261440,"Solidão",20,12
"PE",261470,"Tacaimbó",20,12
"PE",261550,"Tracunhaém",20,12
"PE",261560,"Trindade",20,12
"PE",261580,"Tupanatinga",20,12
"MG",315890,"Santana do Manhuaçu",20,12
"PR",411995,"Pontal do Paraná",20,12
"PR",412500,"São João do Ivaí",20,12
"SC",420580,"Garuva",20,12
"SC",421640,"São João do Sul",20,12
"SC",421840,"Treze de Maio",20,12
"RS",432350,"Vista Alegre",20,12
"MS",500240,"Caarapó",20,12
"MS",500370,"Dourados",20,12
"MT",510335,"Confresa",20,12
"MT",510337,"Cotriguaçu",20,12
"MT",510645,"Planalto da Serra",20,12
"MT",510665,"Pontal do Araguaia",20,12
"MT",510719,"Ribeirãozinho",20,12
"MT",510726,"Santo Afonso",20,12
"MT",510735,"São José do Xingu",20,12
"MT",510740,"São Pedro da Cipa",20,12
"MT",510794,"Tabaporã",20,12
"AC",120030,"Feijó",21,12
"CE",230125,"Ararendá",21,12
"RN",240933,"Santa Maria",21,12
"PB",250800,"Juru",21,12
"PB",250900,"Manaíra",21,12
"PE",260380,"Capoeiras",21,12
"BA",291660,"Itapitanga",21,12
"MG",310205,"Alto Caparaó",21,12
"MG",310285,"Angelândia",21,12
"MG",310445,"Aricanduva",21,12
"MG",310665,"Berizal",21,12
"MG",310825,"Bonito de Minas",21,12
"MG",310925,"Bugre",21,12
"MG",311205,"Cantagalo",21,12
"MG",311547,"Catuti",21,12
"MG",311783,"Cônego Marinho",21,12
"MG",311787,"Confins",21,12
"MG",312083,"Cuparaque",21,12
"MG",312247,"Dom Bosco",21,12
"MG",312695,"Frei Lagonegro",21,12
"MG",312707,"Fruta de Leite",21,12
"MG",312733,"Gameleiras",21,12
"MG",312735,"Glaucilândia",21,12
"MG",312738,"Goianá",21,12
"MG",312825,"Guaraciama",21,12
"MG",312965,"Ibiracatu",21,12
"MG",313055,"Imbé de Minas",21,12
"MG",313065,"Indaiabira",21,12
"MG",313535,"Japonvar",21,12
"MG",313652,"José Gonçalves de Minas",21,12
"MG",313655,"José Raydan",21,12
"MG",313867,"Luisburgo",21,12
"MG",314015,"Mário Campos",21,12
"MG",314225,"Miravânia",21,12
"MG",314315,"Monte Formoso",21,12
"MG",314435,"Naque",21,12
"MG",314437,"Natalândia",21,12
"MG",314505,"Nova Porteirinha",21,12
"MG",314535,"Novo Oriente de Minas",21,12
"MG",314537,"Novorizonte",21,12
"MG",314545,"Olhos-d'Água",21,12
"MG",314587,"Orizânia",21,12
"MG",314625,"Padre Carvalho",21,12
"MG",314655,"Pai Pedro",21,12
"MG",314795,"Patis",21,12
"MG",314995,"Periquito",21,12
"MG",315053,"Pingo-d'Água",21,12
"MG",315057,"Pintópolis",21,12
"MG",315213,"Ponto Chique",21,12
"MG",315217,"Ponto dos Volantes",21,12
"MG",315733,"Santa Cruz de Minas",21,12
"MG",315765,"Santa Helena de Minas",21,12
"MG",316045,"Santo Antônio do Retiro",21,12
"MG",316095,"São Domingos das Dores",21,12
"MG",316225,"São João da Lagoa",21,12
"MG",316245,"São João das Missões",21,12
"MG",316292,"São Joaquim de Bicas",21,12
"MG",316294,"São José da Barra",21,12
"MG",316443,"São Sebastião da Vargem Alegre",21,12
"MG",316447,"São Sebastião do Anta",21,12
"MG",316553,"Sarzedo",21,12
"MG",316556,"Sem-Peixe",21,12
"MG",316695,"Serranópolis de Minas",21,12
"MG",316805,"Taparuba",21,12
"MG",317065,"Vargem Grande do Rio Pardo",21,12
"MG",317103,"Verdelândia",21,12
"MG",317115,"Vermelho Novo",21,12
"PR",410185,"Ariranha do Ivaí",21,12
"PR",410275,"Bela Vista da Caroba",21,12
"PR",410715,"Diamante D'Oeste",21,12
"PR",410752,"Esperança Nova",21,12
"PR",411435,"Manfrinópolis",21,12
"PR",412217,"Rio Branco do Ivaí",21,12
"MT",510830,"União do Sul",21,12
"AP",160020,"Calçoene",22,12
"MA",210020,"Alcântara",22,12
"MA",210700,"Montes Altos",22,12
"MA",211220,"Timon",22,12
"CE",230630,"Itapajé",22,12
"RN",241105,"Tibau",22,12
"PB",250020,"Aguiar",22,12
"PB",250200,"Belém do Brejo do Cruz",22,12
"PB",250260,"Igaracy",22,12
"PB",250580,"Duas Estradas",22,12
"PB",250610,"Fagundes",22,12
"PB",250780,"Junco do Seridó",22,12
"PB",250790,"Juripiranga",22,12
"PB",250810,"Lagoa",22,12
"PB",250860,"Lucena",22,12
"PB",251000,"Nazarezinho",22,12
"PB",251020,"Nova Olinda",22,12
"PB",251040,"Olho d'Água",22,12
"PB",251070,"Passagem",22,12
"PB",251190,"Pitimbu",22,12
"PB",251300,"Salgadinho",22,12
"PB",251360,"Santana dos Garrotes",22,12
"PB",251380,"Santa Teresinha",22,12
"PB",251470,"São José do Sabugi",22,12
"PB",251480,"São José dos Cordeiros",22,12
"PB",251500,"São Miguel de Taipu",22,12
"PB",251540,"São Vicente do Seridó",22,12
"PB",251680,"Triunfo",22,12
"AL",270070,"Batalha",22,12
"BA",291110,"Formosa do Rio Preto",22,12
"BA",291830,"Jitaúna",22,12
"BA",292130,"Milagres",22,12
"MG",312087,"Curral de Dentro",22,12
"MG",312235,"Divisa Alegre",22,12
"MG",312675,"Franciscópolis",22,12
"MG",312737,"Goiabeira",22,12
"MG",313657,"Josenópolis",22,12
"MG",313835,"Leme do Prado",22,12
"MG",313868,"Luislândia",22,12
"MG",315645,"Rosário da Limeira",22,12
"MG",316090,"São Brás do Suaçuí",22,12
"MG",316165,"São Geraldo do Baixio",22,12
"MG",316555,"Setubinha",22,12
"MG",317107,"Veredinha",22,12
"PR",410305,"Boa Vista da Aparecida",22,12
"PR",410785,"Flor da Serra do Sul",22,12
"RN",240470,"Ipanguaçu",23,12
"RN",240560,"Jardim de Piranhas",23,12
"RN",240970,"Pedro Avelino",23,12
"RN",241210,"São João do Sabugi",23,12
"RN",241230,"São José do Campestre",23,12
"RN",241280,"São Rafael",23,12
"PE",261200,"Sairé",23,12
"PE",261220,"Salgueiro",23,12
"BA",292350,"Palmeiras",23,12
"MG",315737,"Santa Cruz de Salinas",23,12
"ES",320405,"Pedro Canário",23,12
"SP",352630,"Lagoinha",23,12
"SC",420370,"Canelinha",23,12
"RS",430360,"Cambará do Sul",23,12
"PA",150210,"Cametá",24,12
"PI",220420,"Francisco Santos",24,12
"PE",261240,"Sanharó",24,12
"AL",270840,"São José da Tapera",24,12
"ES",320420,"Piúma",24,12
"SP",354360,"Rifaina",24,12
"PI",221010,"São José do Peixe",25,12
"RN",240810,"Natal",25,12
"ES",320230,"Guaçuí",25,12
"MA",210560,"Joselândia",26,12
"MA",210620,"Luís Domingues",26,12
"MA",211150,"São Mateus do Maranhão",26,12
"PI",220700,"Oeiras",26,12
"RN",241380,"Taboleiro Grande",26,12
"PB",250330,"Cachoeira dos Índios",26,12
"PB",250520,"Cuitegi",26,12
"PB",250620,"Frei Martinho",26,12
"PB",250870,"Mãe d'Água",26,12
"PB",250880,"Malta",26,12
"PB",251440,"São José de Espinharas",26,12
"MG",312920,"Heliodora",26,12
"SP",350830,"Cabrália Paulista",26,12
"RS",430070,"Anta Gorda",26,12
"RS",431030,"Ilópolis",26,12
"RS",431250,"Mostardas",26,12
"RS",431520,"Putinga",26,12
"RS",431610,"Ronda Alta",26,12
"RO",110045,"Buritis",27,12
"RO",110092,"Chupinguaia",27,12
"RO",110146,"Pimenteiras do Oeste",27,12
"RO",110149,"São Francisco do Guaporé",27,12
"PA",150013,"Abel Figueiredo",27,12
"PA",150276,"Cumaru do Norte",27,12
"PA",150300,"Faro",27,12
"PA",150495,"Nova Esperança do Piriá",27,12
"PA",150715,"São Domingos do Araguaia",27,12
"PA",150746,"São João da Ponta",27,12
"PI",220253,"Caraúbas do Piauí",27,12
"PI",220265,"Caxingó",27,12
"PI",220272,"Cocal dos Alves",27,12
"PI",221039,"São Miguel do Fidalgo",27,12
"PI",221090,"Socorro do Piauí",27,12
"CE",230365,"Catunda",27,12
"CE",230520,"Hidrolândia",27,12
"RN",240040,"Água Nova",27,12
"RN",240510,"Jandaíra",27,12
"RN",240690,"Lucrécia",27,12
"RN",240920,"Passagem",27,12
"PB",250300,"Caaporã",27,12
"PB",251170,"Pilõezinhos",27,12
"BA",291780,"Jaguaripe",27,12
"MG",310010,"Abadia dos Dourados",27,12
"MG",310290,"Antônio Carlos",27,12
"MG",311130,"Campo do Meio",27,12
"MG",311280,"Capitólio",27,12
"MG",311420,"Carmo do Cajuru",27,12
"MG",311450,"Carmópolis de Minas",27,12
"MG",311670,"Coimbra",27,12
"MG",311870,"Coqueiral",27,12
"MG",312060,"Crucilândia",27,12
"MG",312080,"Cruzília",27,12
"MG",312110,"Delfim Moreira",27,12
"MG",312450,"Estiva",27,12
"MG",312470,"Estrela do Indaiá",27,12
"MG",313100,"Inhaúma",27,12
"MG",313340,"Itapagipe",27,12
"MG",313410,"Itueta",27,12
"MG",313510,"Janaúba",27,12
"MG",313560,"Jequitaí",27,12
"MG",313590,"Jesuânia",27,12
"MG",313600,"Joaíma",27,12
"MG",313650,"Jordânia",27,12
"MG",313690,"Juruaia",27,12
"MG",313720,"Lagoa da Prata",27,12
"MG",314430,"Nanuque",27,12
"MG",315190,"Pocrane",27,12
"MG",315300,"Pratinha",27,12
"MG",315470,"Ribeirão Vermelho",27,12
"MG",315480,"Rio Acima",27,12
"MG",315710,"Salto da Divisa",27,12
"MG",315740,"Santa Cruz do Escalvado",27,12
"MG",316910,"Toledo",27,12
"MG",317120,"Vespasiano",27,12
"MG",317160,"Virgem da Lapa",27,12
"SP",351518,"Espírito Santo do Pinhal",27,12
"SP",351685,"Gavião Peixoto",27,12
"SP",353475,"Ouroeste",27,12
"SP",354540,"Salto Grande",27,12
"SP",355360,"Tapiratiba",27,12
"SP",355475,"Trabiju",27,12
"SC",420180,"Atalanta",27,12
"GO",520082,"Amaralina",27,12
"GO",520357,"Bonópolis",27,12
"GO",521945,"Santa Rita do Novo Destino",27,12
"GO",522230,"Vila Propício",27,12
"AC",120040,"Rio Branco",28,12
"AM",130083,"Caapiranga",28,12
"PA",150085,"Anapu",28,12
"PA",150195,"Cachoeira do Piriá",28,12
"PA",150285,"Curuá",28,12
"PI",220540,"Joaquim Pires",28,12
"PI",220600,"Marcos Parente",28,12
"PI",220730,"Paes Landim",28,12
"PI",220830,"Piracuruca",28,12
"CE",230945,"Ocara",28,12
"CE",231160,"Redenção",28,12
"RN",241025,"Porto do Mangue",28,12
"RN",241490,"Viçosa",28,12
"PB",251050,"Olivedos",28,12
"PB",251280,"Riacho dos Cavalos",28,12
"PE",260210,"Bom Conselho",28,12
"BA",291620,"Itapé",28,12
"BA",292570,"Presidente Jânio Quadros",28,12
"MG",310130,"Alagoa",28,12
"RJ",330245,"Macuco",28,12
"RJ",330513,"São José de Ubá",28,12
"SC",421020,"Major Gercino",28,12
"SC",421140,"Nova Erechim",28,12
"RS",430087,"Araricá",28,12
"RS",430290,"Cacequi",28,12
"RS",430440,"Canela",28,12
"RS",430544,"Chuvisca",28,12
"RS",430607,"Cristal do Sul",28,12
"RS",430655,"Dom Pedro de Alcântara",28,12
"RS",430675,"Doutor Ricardo",28,12
"RS",430745,"Esperança do Sul",28,12
"RS",430781,"Estrela Velha",28,12
"RS",430957,"Herveiras",28,12
"RS",431113,"Jari",28,12
"RS",431173,"Mampituba",28,12
"RS",431205,"Marques de Souza",28,12
"RS",431237,"Monte Alegre dos Campos",28,12
"RS",431261,"Muitos Capões",28,12
"RS",431301,"Nova Candelária",28,12
"RS",431333,"Nova Ramada",28,12
"RS",431406,"Passa Sete",28,12
"RS",432032,"Senador Salgado Filho",28,12
"RS",432190,"Três Passos",28,12
"RS",432234,"Ubiretama",28,12
"RS",432237,"Unistalda",28,12
"RS",432285,"Vespasiano Corrêa",28,12
"MT",510336,"Conquista D'Oeste",28,12
"MT",510617,"Nova Nazaré",28,12
"MT",510774,"Santa Cruz do Xingu",28,12
"MT",510776,"Santa Rita do Trivelato",28,12
"MT",510835,"Vale de São Domingos",28,12
"AM",130010,"Anori",29,12
"AM",130360,"Santa Isabel do Rio Negro",29,12
"PA",150150,"Benevides",29,12
"PA",150160,"Bonito",29,12
"PA",150230,"Capitão Poço",29,12
"PA",150260,"Colares",29,12
"PA",150380,"Jacundá",29,12
"PA",150400,"Limoeiro do Ajuru",29,12
"PA",150560,"Peixe-Boi",29,12
"PA",150563,"Piçarra",29,12
"PA",150660,"Santa Maria do Pará",29,12
"PA",150750,"São João do Araguaia",29,12
"PA",150780,"Senador José Porfírio",29,12
"PI",220130,"Barreiras do Piauí",29,12
"PI",220342,"Domingos Mourão",29,12
"PB",250710,"Itapororoca",29,12
"PB",251320,"Santa Cruz",29,12
"PE",260130,"Barra de Guabiraba",29,12
"PE",260350,"Camocim de São Félix",29,12
"PE",260480,"Cortês",29,12
"PE",260500,"Cupira",29,12
"PE",260770,"Itapetim",29,12
"PE",261120,"Poção",29,12
"PE",261170,"Riacho das Almas",29,12
"PE",261250,"Santa Cruz do Capibaribe",29,12
"MG",316905,"Tocos do Moji",29,12
"ES",320360,"Mucurici",29,12
"SP",350440,"Avanhandava",29,12
"SP",353970,"Platina",29,12
"SC",420060,"Águas Mornas",29,12
"SC",420070,"Alfredo Wagner",29,12
"SC",420110,"Anitápolis",29,12
"SC",420195,"Balneário Arroio do Silva",29,12
"SC",420207,"Balneário Gaivota",29,12
"SC",420209,"Barra Bonita",29,12
"SC",420220,"Benedito Novo",29,12
"SC",420287,"Brunópolis",29,12
"SC",420519,"Ermo",29,12
"SC",420620,"Gravatal",29,12
"SC",421240,"Pedras Grandes",29,12
"SC",421450,"Rio do Campo",29,12
"SC",421530,"Salete",29,12
"SC",421590,"São Bonifácio",29,12
"SC",421985,"Zortéa",29,12
"RS",430205,"Benjamin Constant do Sul",29,12
"AM",130014,"Apuí",30,12
"AM",130165,"Guajará",30,12
"PA",150130,"Barcarena",30,12
"PA",150190,"Bujaru",30,12
"PA",150340,"Inhangapi",30,12
"PA",150450,"Melgaço",30,12
"PA",150500,"Nova Timboteua",30,12
"PA",150740,"São Francisco do Pará",30,12
"MA",210660,"Matões",30,12
"MA",210720,"Nina Rodrigues",30,12
"MA",211030,"Santo Antônio dos Lopes",30,12
"PI",220010,"Agricolândia",30,12
"RN",241260,"São Paulo do Potengi",30,12
"PB",250340,"Cacimba de Areia",30,12
"PB",250560,"Diamante",30,12
"PB",251510,"São Sebastião de Lagoa de Roça",30,12
"PE",260390,"Carnaíba",30,12
"PE",261380,"São Vicente Férrer",30,12
"PE",261540,"Toritama",30,12
"MG",310040,"Acaiaca",30,12
"MG",310240,"Alvorada de Minas",30,12
"MG",310550,"Barão de Monte Alto",30,12
"MG",310980,"Cachoeira Dourada",30,12
"MG",311020,"Cajuri",30,12
"MG",311040,"Camacho",30,12
"MG",311190,"Cana Verde",30,12
"MG",311380,"Carmésia",30,12
"MG",312720,"Funilândia",30,12
"MG",313110,"Inimutaba",30,12
"MG",313230,"Itaipé",30,12
"MG",314640,"Paineiras",30,12
"MG",314880,"Pedra do Anta",30,12
"MG",315000,"Pescador",30,12
"MG",315160,"Planura",30,12
"MG",315530,"Rio Manso",30,12
"MG",315730,"Santa Bárbara do Tugúrio",30,12
"MG",315810,"Santa Maria do Salto",30,12
"MG",316130,"São Francisco de Sales",30,12
"MG",316190,"São Gonçalo do Rio Abaixo",30,12
"ES",320130,"Cariacica",30,12
"SP",350560,"Barrinha",30,12
"SP",350775,"Brejo Alegre",30,12
"SP",350890,"Caiabu",30,12
"SP",351170,"Charqueada",30,12
"SP",351390,"Divinolândia",30,12
"SP",351610,"Florínea",30,12
"SP",351710,"Glicério",30,12
"SP",351980,"Icém",30,12
"SP",352115,"Ipiguá",30,12
"SP",352780,"Lupércio",30,12
"SP",353290,"Nova Europa",30,12
"SP",354350,"Riversul",30,12
"SP",355635,"Vargem",30,12
"PR",412590,"São Pedro do Paraná",30,12
"SC",420700,"Içara",30,12
"SC",421090,"Modelo",30,12
"SC",421200,"Palma Sola",30,12
"SC",421230,"Paulo Lopes",30,12
"SC",421290,"Pinhalzinho",30,12
"SC",421410,"Presidente Nereu",30,12
"SC",421730,"Saudades",30,12
"SC",421770,"Sombrio",30,12
"GO",520017,"Água Fria de Goiás",30,12
"GO",520495,"Campos Verdes",30,12
"GO",521056,"Itaguari",30,12
"GO",521375,"Montividiu",30,12
"GO",521565,"Palestina de Goiás",30,12
"PA",150810,"Tucuruí",31,12
"TO",171840,"Presidente Kennedy",31,12
"MA",210410,"Fortaleza dos Nogueiras",31,12
"MA",210440,"Gonçalves Dias",31,12
"RN",240160,"Bento Fernandes",31,12
"RN",240480,"Ipueira",31,12
"RN",240600,"José da Penha",31,12
"RN",240680,"Lajes Pintadas",31,12
"RN",241170,"São Bento do Trairí",31,12
"RN",241180,"São Fernando",31,12
"RN",241310,"Senador Elói de Souza",31,12
"RN",241330,"Serra de São Bento",31,12
"RN",241370,"Sítio Novo",31,12
"RN",241400,"Tangará",31,12
"RN",241500,"Vila Flor",31,12
"PB",251090,"Paulista",31,12
"PE",260060,"Alagoinha",31,12
"PE",260150,"Belém de Maria",31,12
"PE",261010,"Palmeirina",31,12
"MG",310470,"Ataléia",31,12
"MG",310780,"Bom Jesus do Galho",31,12
"MG",313220,"Itaguara",31,12
"MG",313400,"Itinga",31,12
"MG",313470,"Jacinto",31,12
"MG",314630,"Padre Paraíso",31,12
"MG",314650,"Pains",31,12
"MG",315290,"Pratápolis",31,12
"MG",315660,"Rubim",31,12
"MG",316170,"São Gonçalo do Abaeté",31,12
"MG",316240,"São João da Ponte",31,12
"MG",316640,"Seritinga",31,12
"MG",316770,"Sobrália",31,12
"RJ",330150,"Cordeiro",31,12
"RJ",330170,"Duque de Caxias",31,12
"SP",350090,"Altair",31,12
"SC",420550,"Fraiburgo",31,12
"SC",420990,"Lontras",31,12
"RS",430045,"Alegria",31,12
"MT",510140,"Aripuanã",31,12
